6.955850954625794058e-01,3.428256050081807810e-02,1.000000000000000000e+00,5.744046608513209140e-01
-2.159809340612423717e-02,5.066972619963224789e-01,1.000000000000000000e+00,6.140316282798157221e-01
4.793294521579585798e-01,-2.205357206870284248e+00,0.000000000000000000e+00,5.543878462546402153e-01
7.924512794181972630e-01,1.149809073518236469e+00,0.000000000000000000e+00,5.847971956316689868e-01
-4.377797902276150399e-01,-1.647250547674443122e-01,1.000000000000000000e+00,6.242701081394375073e-01
8.251196342167264886e-02,-1.622392369959482439e+00,0.000000000000000000e+00,5.810512471564374115e-01
-3.646228253589416379e-01,1.084572925458292980e+00,0.000000000000000000e+00,6.369846420852727231e-01
-4.770454072350600594e-01,3.324878822518708699e-01,1.000000000000000000e+00,6.324264098986287497e-01
-4.389774696347145122e-01,-3.301588244986439213e-01,1.000000000000000000e+00,6.221878502748020567e-01
1.029552568309791916e+00,1.213645393543410778e-01,0.000000000000000000e+00,5.597524105027116281e-01
-2.627898296993816385e-01,-1.039176323420563791e-01,1.000000000000000000e+00,6.171036416949672310e-01
2.715735258201248947e-01,-1.083852097887280097e+00,0.000000000000000000e+00,5.793752114112755702e-01
-2.698472843086896500e-01,8.954586796585952690e-01,1.000000000000000000e+00,6.303226483315778061e-01
1.880203334956715433e-01,-5.462799450950660551e-01,1.000000000000000000e+00,5.904695828974417804e-01
-3.275384022861040773e-02,6.608395910433646492e-01,1.000000000000000000e+00,6.165482238190710396e-01
1.665272359308373196e-01,-1.011641552689252599e+00,0.000000000000000000e+00,5.852738559183038314e-01
-9.998343737493184946e-01,1.943058556545741888e+00,0.000000000000000000e+00,6.752778752486068292e-01
-9.255682343321364192e-01,8.551054897619896344e-01,1.000000000000000000e+00,6.588061361900672264e-01
-4.916960182105781230e-01,4.940369762384768659e-01,1.000000000000000000e+00,6.351451833953685178e-01
-1.142695546360768866e+00,8.174339061061272060e-01,0.000000000000000000e+00,6.677056349193678519e-01
2.083416814585132393e+00,3.953687546253293328e-01,0.000000000000000000e+00,5.129379683431121162e-01
7.253425555991087348e-02,-1.065643349270322948e-01,1.000000000000000000e+00,6.016602807159083799e-01
-2.038523425281254742e+00,-6.099723165715299489e-01,0.000000000000000000e+00,6.883188088023697304e-01
